Date,Open,High,Low,Close,symbol,shortName,longName,financialCurrency,sector,currency,industry,country,market
2021-06-07 00:00:00,251.59372878217783,251.59372878217783,242.90783307321834,245.22540283203125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-08 00:00:00,244.95798923367963,245.4531939953749,241.91742474289464,243.56150817871094,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-09 00:00:00,243.87845391270224,244.34394761187835,239.55035388711474,239.6890106201172,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-10 00:00:00,240.48133654858205,241.8877162734618,236.43056518124,237.3516387939453,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-11 00:00:00,239.32257069287817,241.59060198525953,238.06474629276227,239.5305633544922,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-14 00:00:00,238.33215412200735,239.19380559674485,236.23249070657778,237.29222106933594,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-15 00:00:00,237.88646454446902,237.94588669755655,233.63759924931176,236.787109375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-16 00:00:00,237.11396778161543,238.07466630997993,233.83571439846392,234.71717834472656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-17 00:00:00,235.06380412194176,235.22227328040304,231.13187691326905,234.4200439453125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-18 00:00:00,229.76512797519504,232.14210496432517,228.9331724277935,229.7453155517578,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-21 00:00:00,230.71590681089233,234.59831052024376,230.25041310298369,234.21205139160156,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-22 00:00:00,234.96476613623017,234.96476613623017,232.37979661664235,233.74655151367188,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-23 00:00:00,232.98394946778592,233.6574207121032,230.46830073177608,230.6960906982422,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-24 00:00:00,231.84497675665816,233.49895895461555,230.8743795922028,232.51846313476562,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-25 00:00:00,233.70694321002495,236.04431035739887,232.0133362265138,234.82611083984375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-28 00:00:00,234.7567724997359,238.68869958994387,234.33090365070922,237.73789978027344,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-29 00:00:00,237.99542310367266,240.17432113893784,234.19225397530613,234.4200439453125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-06-30 00:00:00,234.22196261842697,235.70757696054255,234.1922515405807,234.79640197753906,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-01 00:00:00,236.04431373912442,236.8465430697991,234.57851181255273,236.0146026611328,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-02 00:00:00,236.2126860969052,236.49989822716728,234.3507112405344,235.7471923828125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-06 00:00:00,234.92514200702956,235.73728509120897,231.0823632332659,232.98394775390625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-07 00:00:00,232.37979232598852,234.1130089995064,230.86446695756598,233.6673126220703,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-08 00:00:00,231.91430004589054,231.91430004589054,228.28939752544,229.190673828125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-09 00:00:00,231.65679196983106,232.89480393014964,230.48811593326667,232.64720153808594,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-12 00:00:00,230.9833226922578,233.66732418220377,229.77502179966004,232.96414184570312,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-13 00:00:00,233.09288001357348,234.89541743074383,231.8251570726659,233.3008575439453,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-14 00:00:00,234.08330669645594,234.54880040092985,231.85488517555126,233.7564697265625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-15 00:00:00,232.11239145553847,233.67724041677386,230.8842781269554,232.65711975097656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-16 00:00:00,233.65741568003568,233.65741568003568,230.8050313832964,231.58746337890625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-19 00:00:00,228.95297307717465,230.16127393303927,223.02041445247698,225.44692993164062,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-20 00:00:00,226.59579656278547,230.96350634898548,226.04116962722685,229.79483032226562,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-21 00:00:00,231.36958104693431,232.88490648524328,230.3593590505781,231.32997131347656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-22 00:00:00,231.81524802515614,232.23121820681777,229.03219971365462,230.01271057128906,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-23 00:00:00,231.75582976412565,231.8746740716104,229.8740577041833,230.64657592773438,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-26 00:00:00,230.20088521217374,231.171497455341,225.86290164532494,226.24916076660156,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-27 00:00:00,224.82297691714868,226.80379609703547,222.50542210366942,226.68495178222656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-28 00:00:00,227.12072693702854,227.12072693702854,222.99070578407623,225.07057189941406,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-29 00:00:00,226.41752159141475,227.74466672485923,225.44692449064416,226.75425720214844,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-07-30 00:00:00,226.0510810803636,228.77470734223562,225.2587504180562,227.28909301757812,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-02 00:00:00,227.79419656406807,228.62613695931398,226.30858223865025,227.1504364013672,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-03 00:00:00,228.60633176489543,232.1321872242922,226.70473219498828,231.71621704101562,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-04 00:00:00,230.54752992244772,231.25072734047689,228.58652327825604,229.25999450683594,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-05 00:00:00,214.33453527112277,216.12717414639758,197.74517523674703,204.23236083984375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-06 00:00:00,205.16331987888591,209.1051605314015,203.40039219507725,207.29270935058594,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-09 00:00:00,207.20358765865538,211.08599126342995,206.7182815408897,209.12496948242188,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-10 00:00:00,209.36266247846893,209.87767964719473,207.33231999186017,208.9268798828125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-11 00:00:00,210.60068950293234,211.09589428591633,208.77833952853945,209.27354431152344,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-12 00:00:00,207.9562946155514,209.52114351949817,207.24319852989336,207.6690673828125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-13 00:00:00,209.3428700318751,209.91730940710153,207.02531522015022,208.5901641845703,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-16 00:00:00,207.0946400373378,209.4716168789271,206.3023093859913,208.8773651123047,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-17 00:00:00,208.4217942739016,209.9767294548388,207.09464906470413,208.48121643066406,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-18 00:00:00,207.42147506980038,207.9662033717543,203.44003936268527,203.6282196044922,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-19 00:00:00,203.03394551536044,204.80677185355339,202.52884211577967,204.20262145996094,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-20 00:00:00,204.70776293095454,206.9064734550543,203.7173533295565,205.53970336914062,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-23 00:00:00,206.24288542776614,207.09463822583436,205.21285105629056,205.7476806640625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-24 00:00:00,208.17418642059664,211.45243962394062,207.4908014108457,209.85787963867188,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-25 00:00:00,209.32306116653461,211.44253696591704,207.2630075212316,209.3626708984375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-26 00:00:00,208.23360959705087,209.5805672006071,205.61892896808297,205.7971954345703,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-27 00:00:00,206.64895460750594,209.55086256045342,206.10424142376021,208.65948486328125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-30 00:00:00,208.61986684327667,208.8773678855918,205.2623790759177,205.4802703857422,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-08-31 00:00:00,205.01477979400312,212.4626639484405,204.7077552470863,209.62017822265625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-01 00:00:00,210.8185788208472,210.8185788208472,206.54000228238993,209.02593994140625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-02 00:00:00,209.4914366073476,217.47413532848864,209.4914366073476,216.11727905273438,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-03 00:00:00,216.01823520999972,216.14699329204663,211.28407860223226,214.8396453857422,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-07 00:00:00,214.98889126716986,217.26742646829203,213.54613426181768,215.23764038085938,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-08 00:00:00,214.94908873552254,215.92418103654333,211.5859957688628,212.29244995117188,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-09 00:00:00,211.93425769003397,214.22275271096873,211.31736470912983,212.87950134277344,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-10 00:00:00,207.9443204326059,208.93931691553297,202.183282294291,203.66583251953125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-13 00:00:00,203.90462325198496,210.80990131648778,203.148431385843,208.05377197265625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-14 00:00:00,208.8497552260578,209.73530148658358,202.33254042342267,202.6310272216797,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-15 00:00:00,202.15342987220268,207.56621306831693,202.14348537323642,205.54637145996094,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-16 00:00:00,206.24287232596558,208.20301663625227,202.48178678842217,204.49168395996094,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-17 00:00:00,204.09367302487843,206.43192082477415,202.9792818261748,204.59117126464844,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-20 00:00:00,202.04397898993935,203.2180827090704,199.82514113246054,201.51663208007812,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-21 00:00:00,202.89967797650013,204.22302510111896,200.95943789996923,201.37733459472656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-22 00:00:00,203.43698206035944,204.143421041905,200.52163454960606,200.97933959960938,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-23 00:00:00,201.3375407483587,203.56632311300407,200.6111823976137,201.44699096679688,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-24 00:00:00,201.28778654563553,204.38222613817018,201.28778654563553,202.8698272705078,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-27 00:00:00,202.0837855688891,207.24780440393897,202.0837855688891,205.5762176513672,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-28 00:00:00,205.41701536248289,206.97916708641392,201.98428062480568,202.26287841796875,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-29 00:00:00,202.67083275710678,204.8797261280572,202.17333452369348,202.9096221923828,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-09-30 00:00:00,205.0090775499777,206.51153202109748,199.09881093840815,199.15850830078125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-01 00:00:00,199.99428804646385,202.75043248604837,197.86499623376432,201.58628845214844,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-04 00:00:00,201.4867838764057,203.74543009983213,197.70579427828616,198.45204162597656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-05 00:00:00,199.05899654724308,202.96934067113096,198.74060556341405,200.3922882080078,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-06 00:00:00,198.41224943123402,202.3723311248576,196.3028465939129,202.2330322265625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-07 00:00:00,203.75538710111272,206.33242445614331,203.57629501424978,203.6857452392578,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-08 00:00:00,206.46176516040097,207.9542598483075,203.28772402826255,204.1533660888672,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-11 00:00:00,203.82503230241156,206.4717113655151,202.54147835803815,202.9096221923828,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-12 00:00:00,203.17827435273531,204.09366927520128,200.76044023944607,201.0887908935547,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-13 00:00:00,200.43209867790154,200.98929429229344,196.26306088690535,198.47195434570312,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-14 00:00:00,203.86482792784125,206.18317154526778,201.8648904711929,202.02407836914062,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-15 00:00:00,203.11857938919164,207.01896374142544,202.9892249893215,205.1583251953125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-18 00:00:00,204.43197873454545,204.83991574325836,202.21312570408818,203.5464324951172,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-19 00:00:00,204.87973168096656,206.0936286179909,203.5464400230682,205.59613037109375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-20 00:00:00,207.37716598024238,214.919241172926,206.2926234532946,213.68544006347656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-21 00:00:00,212.32230016310783,215.21774358964782,212.25265830375312,215.14808654785156,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-22 00:00:00,214.98889474976855,218.0236218399876,213.63569894207942,215.31723022460938,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-25 00:00:00,215.764994305833,217.0186844139304,214.34214143437597,214.5411376953125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-26 00:00:00,214.68044264902525,215.28739113058123,212.42181149093045,214.5908966064453,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-27 00:00:00,214.590891156218,215.4167400647333,212.2029056534193,212.33224487304688,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-28 00:00:00,212.3123496961224,215.06847896159928,211.9043975033466,214.6704864501953,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-10-29 00:00:00,213.89439455075976,214.98889675189272,212.23275225081528,212.54119873046875,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-01 00:00:00,212.75015974837916,216.44158827562714,212.71035138605635,215.04859924316406,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-02 00:00:00,215.84457458246314,216.29233513500577,212.4715371934513,213.6356964111328,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-03 00:00:00,211.45666371937733,217.2475355445596,208.16322768235284,217.15798950195312,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-04 00:00:00,224.1030600846543,225.6254035329976,209.58606462237802,212.0934600830078,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-05 00:00:00,213.58595162992796,221.70512668695778,212.6208038135132,213.04864501953125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-08 00:00:00,213.92424314910738,218.53108170879267,212.67055305028455,217.0684356689453,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-09 00:00:00,216.4117388434925,217.82463205220986,214.9988456347751,215.1182403564453,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-10 00:00:00,215.50628491208002,219.79471733064682,215.39683469149853,216.75003051757812,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-11 00:00:00,216.36198390950182,218.59078151479457,215.89433434418396,216.61073303222656,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-12 00:00:00,217.3470334043298,218.73007790349362,216.2923395652836,216.6405792236328,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-15 00:00:00,216.88933756292593,217.32713846169258,214.06355108490365,214.45159912109375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-16 00:00:00,215.0684804941946,220.66037096864787,214.46153204139162,216.67042541503906,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-17 00:00:00,217.90423003486427,219.61562520224481,215.82469102671934,215.8943328857422,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-18 00:00:00,216.09333524870024,219.1479818289621,215.53613963101594,217.65548706054688,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-19 00:00:00,217.30723270805103,217.30723270805103,207.8448213202156,209.4567108154297,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-22 00:00:00,210.01392203641953,213.87449819658474,209.7751174067677,210.49151611328125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-23 00:00:00,210.47159930525112,213.0386919858459,210.16315283281472,212.1730499267578,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-24 00:00:00,211.30740426258905,213.7053494987918,208.13336296210815,209.5263671875,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-26 00:00:00,206.96920912849993,207.30751946510733,199.67588322134506,201.01913452148438,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-29 00:00:00,202.11364375964763,203.87477663203717,197.91475731803834,198.6112518310547,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-11-30 00:00:00,197.00930396542464,197.72570264898513,190.7806314370452,190.9398193359375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-01 00:00:00,194.48201512777536,200.4718828971952,191.3975200228371,193.74571228027344,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-02 00:00:00,193.71587391714837,198.0440996475446,192.66118004053376,196.80035400390625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-03 00:00:00,197.79534707038655,200.69079052208252,197.08890805928377,198.86000061035156,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-06 00:00:00,202.7100067138672,208.55999755859375,201.6199951171875,206.58999633789062,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-07 00:00:00,206.9499969482422,209.4199981689453,206.6199951171875,207.97000122070312,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-08 00:00:00,207.86000061035156,209.0,206.44000244140625,208.30999755859375,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-09 00:00:00,208.27999877929688,211.3699951171875,207.72999572753906,211.3000030517578,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-10 00:00:00,212.77999877929688,215.4600067138672,211.97000122070312,214.94000244140625,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-13 00:00:00,214.9499969482422,216.61000061035156,212.88999938964844,215.14999389648438,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-14 00:00:00,213.3800048828125,217.85000610351562,212.86000061035156,216.6199951171875,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-15 00:00:00,217.0399932861328,218.8699951171875,213.64999389648438,217.4600067138672,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-16 00:00:00,216.5399932861328,220.3800048828125,216.50999450683594,218.6699981689453,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-17 00:00:00,218.64999389648438,221.08999633789062,216.07000732421875,219.6199951171875,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-20 00:00:00,216.77000427246094,219.5399932861328,213.02999877929688,217.0,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-21 00:00:00,216.0,221.64999389648438,216.0,220.24000549316406,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-22 00:00:00,220.0,223.13999938964844,219.92999267578125,222.3300018310547,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-23 00:00:00,223.4499969482422,226.9499969482422,222.27000427246094,225.88999938964844,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-27 00:00:00,227.58999633789062,228.6699981689453,225.91000366210938,227.86000061035156,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-28 00:00:00,227.77999877929688,230.97000122070312,227.77999877929688,230.5399932861328,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-29 00:00:00,230.60000610351562,232.30999755859375,230.49000549316406,231.64999389648438,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-30 00:00:00,231.47000122070312,232.88999938964844,230.58999633789062,230.75,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2021-12-31 00:00:00,231.11000061035156,232.27999877929688,229.60000610351562,229.6300048828125,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2022-01-03 00:00:00,229.49000549316406,234.39999389648438,228.64999389648438,234.1999969482422,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
2022-01-04 00:00:00,234.11000061035156,236.9499969482422,232.8800048828125,233.3000030517578,CI,Cigna Corporation,Cigna Corporation,USD,Healthcare,USD,Healthcare Plans,United States,us_market
